respondent_id,books_read_1year,print_books,audiobooks,ebooks,smartphone,ebook_reader,tablet,laptop,gender,age,education,is_frequent_reader
101635,0.0, , , ,no,no,no,no,,74.0,High school graduate or GED,0
101637,5.0,no,yes,no,yes,no,no,yes,,50.0,Two-year associate degree,1
101638,0.0, , , ,yes,no,no,yes,,36.0,Less than high school,0
101641,12.0,yes,no,no,no,no,no,no,,90.0,"Some college, no degree",1
101643,3.0,no,no,yes,yes,yes,yes,yes,,71.0,High school graduate or GED,0
101649,45.0,yes,yes,yes,yes,no,yes,yes,,74.0,Unknown,1
101651,0.0, , , ,no,no,no,no,,63.0,"Some college, no degree",0
101658,50.0,yes,no,no,no,no,no,yes,,73.0,Unknown,1
101661,24.0,yes,no,no,yes,no,no,no,,68.0,Two-year associate degree,1
101667,2.0,yes,no,no,yes,yes,yes,yes,,64.0,"Some college, no degree",0
101669,97.0,yes,yes,yes,yes,yes,yes,yes,,50.0,Postgraduate or professional degree,1
101673,, , , ,no,no,no,no,,83.0,"Some college, no degree",0
101687,3.0,yes,no,no,no,no,no,yes,,79.0,"Some college, no degree",0
101694,10.0,no,yes,yes,yes,no,yes,yes,,83.0,Unknown,1
101709,30.0,no,yes,no,yes,yes,yes,no,,84.0,,1
101718,3.0,yes,no,no,yes,no,no,no,,55.0,Two-year associate degree,0
101723,2.0,yes,no,no,yes,no,no,no,,62.0,"Some college, no degree",0
101729,40.0,yes,no,yes,yes,yes,yes,yes,,68.0,Unknown,1
101732,40.0,no,no,yes,yes,no,yes,yes,,64.0,"Some college, no degree",1
101734,50.0,yes,no,no,no,yes,yes,yes,,40.0,Four-year college degree or bachelor's degree,1
101744,3.0,yes,no,no,yes,no,no,yes,,61.0,Postgraduate or professional degree,0
101747,12.0,yes,no,no,yes,no,no,yes,,,Postgraduate or professional degree,1
101759,0.0, , , ,yes,no,no,yes,,73.0,Two-year associate degree,0
101763,15.0,yes,no,no,no,no,no,no,,46.0,Less than high school,1
101764,0.0, , , ,yes,no,yes,no,,57.0,"Some college, no degree",0
101774,0.0, , , ,yes,no,no,yes,,80.0,"Some college, no degree",0
101792,97.0,yes,yes,yes,yes,yes,yes,yes,,61.0,Four-year college degree or bachelor's degree,1
101795,8.0,yes,yes,yes,yes,yes,yes,yes,,38.0,Four-year college degree or bachelor's degree,1
101816,5.0,yes,no,yes,yes,yes,no,yes,,64.0,Four-year college degree or bachelor's degree,1
101828,4.0,yes,yes,no,no,no,no,no,,62.0,Postgraduate or professional degree,0
101847,3.0,yes,no,no,yes,no,yes,yes,,41.0,Postgraduate or professional degree,0
101852,5.0,yes,yes,yes,yes,no,yes,yes,,67.0,Postgraduate or professional degree,1
101856,4.0,yes,no,no,yes,no,no,yes,,56.0,Postgraduate or professional degree,0
101857,15.0,yes,no,yes,yes,no,yes,yes,,35.0,Four-year college degree or bachelor's degree,1
101867,12.0,yes,yes,yes,yes,yes,no,yes,,46.0,Postgraduate or professional degree,1
101869,60.0,yes,no,yes,yes,yes,yes,yes,,69.0,Two-year associate degree,1
101872,6.0,no,yes,no,yes,no,yes,yes,,53.0,Four-year college degree or bachelor's degree,1
101873,2.0,yes,no,no,yes,no,no,no,,75.0,Two-year associate degree,0
101876,25.0,yes,yes,no,yes,no,no,no,,77.0,High school graduate or GED,1
101879,2.0,yes,no,no,yes,no,yes,yes,,45.0,"Some college, no degree",0
101881,12.0,yes,no,yes,yes,no,yes,yes,,66.0,Four-year college degree or bachelor's degree,1
101882,0.0, , , ,no,no,no,no,,65.0,,0
101885,10.0,yes,no,no,yes,no,no,yes,,45.0,Postgraduate or professional degree,1
101889,0.0, , , ,yes,no,no,yes,,,Postgraduate or professional degree,0
101901,0.0, , , ,yes,no,no,yes,,62.0,Postgraduate or professional degree,0
101910,15.0,no,yes,yes,yes,yes,yes,yes,,51.0,Unknown,1
101912,12.0,no,no,yes,yes,yes,yes,yes,,43.0,Postgraduate or professional degree,1
101916,3.0,yes,no,no,yes,no,no,yes,,67.0,Unknown,0
101919,0.0, , , ,no,no,no,no,,82.0,High school graduate or GED,0
101943,30.0,yes,yes,yes,yes,yes,no,yes,,16.0,High school graduate or GED,1
101948,4.0,yes,no,yes,yes,yes,yes,yes,,29.0,Postgraduate or professional degree,0
101952,90.0,yes,no,yes,yes,yes,yes,yes,,72.0,Unknown,1
101956,8.0,yes,no,no,yes,no,yes,yes,,57.0,Unknown,1
101958,15.0,yes,yes,yes,yes,no,yes,yes,,,Two-year associate degree,1
101959,5.0,yes,yes,yes,yes,yes,yes,yes,,50.0,"Some college, no degree",1
101961,3.0,yes,no,no,yes,no,no,yes,,66.0,Unknown,0
101965,24.0,yes,no,no,yes,no,no,yes,,64.0,Postgraduate or professional degree,1
101969,50.0,yes,no,no,yes,no,no,yes,,70.0,Unknown,1
101970,15.0,yes,yes,no,no,yes,yes,yes,,16.0,High school graduate or GED,1
101974,8.0,yes,no,no,yes,yes,yes,yes,,55.0,Four-year college degree or bachelor's degree,1
101976,4.0,yes,yes,yes,yes,no,no,yes,,81.0,Unknown,0
200001,0.0, , , , ,no,no,yes,,25.0,Unknown,0
200002,60.0,yes,no,no, ,no,yes,yes,,23.0,"Some college, no degree",1
200006,35.0,yes,no,yes, ,no,yes,no,,23.0,Postgraduate or professional degree,1
200008,12.0,yes,no,no, ,no,no,no,,72.0,Postgraduate or professional degree,1
200012,10.0,yes,no,no, ,no,no,yes,,45.0,Two-year associate degree,1
200013,1.0,yes,no,no, ,no,yes,yes,,51.0,Postgraduate or professional degree,0
200016,30.0,yes,no,no, ,no,yes,no,,66.0,"Some college, no degree",1
200018,1.0,yes,no,no, ,no,no,no,,68.0,"Some college, no degree",0
200024,2.0,yes,no,no, ,no,yes,yes,,60.0,Four-year college degree or bachelor's degree,0
200031,4.0,no,no,yes, ,no,no,yes,,30.0,Postgraduate or professional degree,0
200033,10.0,yes,yes,yes, ,no,yes,yes,,51.0,Postgraduate or professional degree,1
200039,50.0,yes,yes,yes, ,yes,yes,yes,,31.0,Unknown,1
200040,4.0,yes,yes,yes, ,no,no,yes,,39.0,Unknown,0
200045,5.0,yes,no,no, ,no,no,yes,,60.0,Unknown,1
200047,4.0,yes,no,yes, ,no,no,yes,,21.0,"Some college, no degree",0
200048,4.0,yes,no,no, ,no,no,yes,,35.0,Unknown,0
200059,0.0, , , , ,no,no,no,,19.0,"Some college, no degree",0
200072,5.0,yes,no,yes, ,yes,yes,yes,,67.0,Postgraduate or professional degree,1
200073,2.0,yes,no,no, ,no,yes,yes,,34.0,Postgraduate or professional degree,0
200075,12.0,yes,no,no, ,no,yes,yes,,35.0,Postgraduate or professional degree,1
200087,6.0,yes,no,yes, ,no,yes,yes,,54.0,Four-year college degree or bachelor's degree,1
200094,0.0, , , , ,no,no,yes,,53.0,Postgraduate or professional degree,0
200095,2.0,yes,no,no, ,no,no,yes,,65.0,Postgraduate or professional degree,0
200102,30.0,yes,yes,no, ,no,no,yes,,52.0,"Some college, no degree",1
200103,0.0, , , , ,no,yes,yes,,47.0,"Some college, no degree",0
200108,50.0,yes,yes,yes, ,no,yes,yes,,26.0,Unknown,1
200109,15.0,yes,yes,no, ,no,no,yes,,49.0,Four-year college degree or bachelor's degree,1
200110,20.0,yes,no,no, ,no,no,yes,,64.0,Four-year college degree or bachelor's degree,1
200119,3.0,yes,no,no, ,yes,yes,yes,,34.0,"Some college, no degree",0
200120,97.0,yes,yes,no, ,no,no,yes,,25.0,Two-year associate degree,1
200122,5.0,yes,yes,no, ,no,yes,no,,33.0,Postgraduate or professional degree,1
200123,1.0,yes,no,no, ,no,no,no,,59.0,Four-year college degree or bachelor's degree,0
200130,5.0,,no,no, ,no,no,no,,82.0,Unknown,1
200135,6.0,yes,yes,no, ,no,yes,yes,,67.0,Unknown,1
200138,3.0,no,yes,yes, ,yes,yes,yes,,39.0,Postgraduate or professional degree,0
200142,20.0,yes,no,yes, ,no,no,yes,,34.0,Unknown,1
200145,30.0,yes,yes,no, ,no,no,no,,,"Some college, no degree",1
200151,50.0,yes,no,yes, ,yes,yes,yes,,73.0,"Some college, no degree",1
200153,0.0, , , , ,no,no,no,,53.0,Less than high school,0
200155,, , , , ,no,yes,yes,,37.0,"Some college, no degree",0
200157,9.0,yes,no,yes, ,no,no,yes,,20.0,"Some college, no degree",1
200160,50.0,yes,,, ,no,yes,yes,,30.0,Two-year associate degree,1
200167,5.0,no,no,yes, ,yes,yes,yes,,37.0,Postgraduate or professional degree,1
200174,1.0,yes,yes,no, ,yes,yes,yes,,55.0,Less than high school,0
200186,6.0,yes,yes,no, ,no,yes,yes,,,Postgraduate or professional degree,1
200187,25.0,yes,yes,yes, ,yes,yes,yes,,62.0,Unknown,1
200190,10.0,yes,yes,yes, ,no,yes,yes,,31.0,"Some college, no degree",1
200192,15.0,yes,no,no, ,yes,yes,yes,,19.0,"Some college, no degree",1
200198,1.0,yes,no,yes, ,no,yes,yes,,26.0,Unknown,0
200200,15.0,yes,no,yes, ,yes,yes,yes,,63.0,Unknown,1
200204,0.0, , , , ,no,yes,yes,,29.0,"Some college, no degree",0
200207,5.0,yes,no,yes, ,no,no,yes,,24.0,Postgraduate or professional degree,1
200210,5.0,yes,no,yes, ,no,yes,yes,,46.0,Postgraduate or professional degree,1
200216,12.0,yes,no,no, ,no,no,no,,42.0,"Some college, no degree",1
200222,3.0,yes,no,yes, ,no,yes,yes,,50.0,Postgraduate or professional degree,0
200226,5.0,yes,no,no, ,no,yes,yes,,63.0,Unknown,1
200229,2.0,yes,no,yes, ,no,yes,yes,,22.0,Two-year associate degree,0
200231,50.0,yes,no,no, ,no,yes,yes,,67.0,Postgraduate or professional degree,1
200236,6.0,yes,yes,yes, ,yes,no,yes,,25.0,Postgraduate or professional degree,1
200238,97.0,yes,yes,yes, ,no,yes,yes,,24.0,Two-year associate degree,1
200242,50.0,no,,yes, ,yes,yes,yes,,79.0,Four-year college degree or bachelor's degree,1
200244,25.0,yes,no,yes, ,no,yes,yes,,28.0,Postgraduate or professional degree,1
200245,5.0,yes,no,no, ,no,yes,yes,,50.0,,1
200249,0.0, , , , ,no,no,yes,,20.0,Two-year associate degree,0
200252,0.0, , , , ,no,no,yes,,58.0,"Some college, no degree",0
200253,4.0,yes,no,no, ,no,yes,yes,,40.0,Postgraduate or professional degree,0
200256,10.0,yes,no,no, ,no,no,no,,57.0,"Some college, no degree",1
200259,0.0, , , , ,no,yes,yes,,63.0,"Some college, no degree",0
200260,24.0,yes,no,no, ,no,no,yes,,72.0,Two-year associate degree,1
200268,12.0,yes,no,yes, ,no,no,yes,,19.0,"Some college, no degree",1
200271,7.0,yes,no,no, ,no,no,yes,,46.0,"Some college, no degree",1
200287,30.0,yes,no,no, ,no,yes,no,,57.0,Four-year college degree or bachelor's degree,1
200288,2.0,yes,no,no, ,no,no,no,,76.0,"Some college, no degree",0
200292,6.0,yes,no,yes, ,yes,no,yes,,67.0,Two-year associate degree,1
200293,50.0,yes,no,no, ,no,no,yes,,32.0,Postgraduate or professional degree,1
200303,3.0,yes,no,no, ,no,yes,no,,36.0,Two-year associate degree,0
200309,7.0,yes,no,yes, ,yes,yes,yes,,24.0,Postgraduate or professional degree,1
200313,97.0,yes,yes,yes, ,yes,yes,yes,,66.0,Postgraduate or professional degree,1
200317,5.0,yes,no,yes, ,yes,no,yes,,17.0,Less than high school,1
200321,0.0, , , , ,no,no,no,,60.0,Less than high school,0
200322,5.0,yes,no,yes, ,yes,yes,yes,,42.0,Unknown,1
200324,0.0, , , , ,no,no,no,,43.0,"Some college, no degree",0
200329,24.0,yes,no,no, ,no,yes,yes,,38.0,Unknown,1
200338,0.0, , , , ,yes,yes,no,,60.0,"Some college, no degree",0
200340,50.0,yes,no,no, ,yes,yes,no,,61.0,"Some college, no degree",1
200344,3.0,yes,no,no, ,no,no,no,,82.0,Two-year associate degree,0
200350,0.0, , , , ,no,no,no,,58.0,"Some college, no degree",0
200356,0.0, , , , ,no,no,no,,53.0,"Some college, no degree",0
200357,1.0,yes,no,no, ,no,no,no,,51.0,Two-year associate degree,0
200358,2.0,yes,no,no, ,no,no,yes,,50.0,Postgraduate or professional degree,0
200362,3.0,yes,no,no, ,no,yes,yes,,62.0,Postgraduate or professional degree,0
200365,30.0,yes,no,yes, ,yes,yes,yes,,62.0,Unknown,1
200366,3.0,yes,no,no, ,no,yes,yes,,18.0,High school graduate or GED,0
200368,0.0, , , , ,no,yes,yes,,60.0,Unknown,0
200370,4.0,yes,no,no, ,no,yes,yes,,51.0,Two-year associate degree,0
200372,10.0,yes,no,yes, ,yes,no,yes,,49.0,Unknown,1
200373,0.0, , , , ,no,no,no,,66.0,High school graduate or GED,0
200374,5.0,yes,no,no, ,no,no,yes,,61.0,Unknown,1
200379,12.0,yes,no,no, ,yes,yes,no,,26.0,"Some college, no degree",1
200382,2.0,yes,no,yes, ,no,yes,yes,,54.0,Two-year associate degree,0
200386,15.0,yes,no,yes, ,yes,yes,yes,,17.0,"Some college, no degree",1
200390,97.0,yes,yes,no, ,no,no,yes,,62.0,Postgraduate or professional degree,1
200391,4.0,yes,no,no, ,no,no,no,,75.0,"Some college, no degree",0
200397,6.0,yes,no,yes, ,no,yes,no,,43.0,Two-year associate degree,1
200398,2.0,yes,no,no, ,no,yes,yes,,53.0,"Some college, no degree",0
200411,2.0,yes,no,no, ,no,no,no,,18.0,"Some college, no degree",0
200415,0.0, , , , ,no,yes,yes,,29.0,"Some college, no degree",0
200423,4.0,yes,no,no, ,no,yes,yes,,44.0,Postgraduate or professional degree,0
200425,3.0,yes,no,yes, ,yes,yes,yes,,23.0,Postgraduate or professional degree,0
200437,0.0, , , , ,no,yes,no,,20.0,"Some college, no degree",0
200439,0.0, , , , ,no,no,no,,29.0,"Some college, no degree",0
200440,0.0, , , , ,no,no,no,,61.0,"Some college, no degree",0
200441,5.0,yes,no,no, ,no,yes,yes,,47.0,Two-year associate degree,1
200443,0.0, , , , ,no,no,no,,17.0,High school graduate or GED,0
200446,12.0,yes,no,yes, ,no,yes,yes,,62.0,Unknown,1
200455,12.0,yes,yes,no, ,no,yes,yes,,24.0,Postgraduate or professional degree,1
200457,3.0,yes,no,yes, ,yes,yes,yes,,64.0,Two-year associate degree,0
200458,0.0, , , , ,no,no,no,,26.0,High school graduate or GED,0
200460,5.0,yes,no,no, ,no,no,yes,,46.0,Two-year associate degree,1
200470,0.0, , , , ,no,no,no,,50.0,"Some college, no degree",0
200474,7.0,yes,no,yes, ,no,yes,yes,,45.0,Postgraduate or professional degree,1
200490,25.0,yes,no,no, ,no,no,yes,,73.0,Unknown,1
200494,9.0,yes,no,no, ,no,yes,no,,29.0,Four-year college degree or bachelor's degree,1
200495,30.0,yes,no,no, ,no,yes,yes,,55.0,Postgraduate or professional degree,1
200497,0.0, , , , ,no,yes,no,,25.0,Two-year associate degree,0
200498,0.0, , , , ,no,no,no,,54.0,Less than high school,0
200500,25.0,yes,no,yes, ,yes,yes,yes,,66.0,Postgraduate or professional degree,1
200502,4.0,yes,no,no, ,yes,yes,yes,,39.0,Unknown,0
200511,5.0,yes,no,no, ,no,yes,yes,,62.0,Unknown,1
200523,13.0,yes,no,no, ,no,no,yes,,50.0,Two-year associate degree,1
200524,12.0,yes,yes,yes, ,yes,yes,yes,,69.0,Unknown,1
200528,1.0,yes,no,no, ,no,yes,yes,,16.0,High school graduate or GED,0
200537,0.0, , , , ,no,no,no,,44.0,Less than high school,0
200543,7.0,yes,no,no, ,no,yes,yes,,16.0,High school graduate or GED,1
200544,5.0,yes,no,yes, ,no,yes,yes,,30.0,"Some college, no degree",1
200549,10.0,yes,yes,no, ,no,yes,yes,,38.0,"Some college, no degree",1
200551,10.0,yes,no,yes, ,yes,yes,yes,,39.0,Postgraduate or professional degree,1
200553,4.0,yes,no,no, ,no,no,yes,,26.0,"Some college, no degree",0
200561,0.0, , , , ,no,no,no,,63.0,Two-year associate degree,0
200566,25.0,yes,no,no, ,no,no,yes,,77.0,Postgraduate or professional degree,1
200575,12.0,yes,no,no, ,no,yes,yes,,30.0,Postgraduate or professional degree,1
200581,2.0,no,no,no, ,,no,no,,83.0,"Some college, no degree",0
200584,5.0,yes,no,yes, ,no,yes,yes,,38.0,Postgraduate or professional degree,1
200586,2.0,yes,no,no, ,no,no,yes,,64.0,Unknown,0
200590,4.0,yes,yes,no, ,no,no,yes,,72.0,Postgraduate or professional degree,0
200604,0.0, , , , ,no,no,no,,62.0,"Some college, no degree",0
200606,10.0,yes,no,no, ,no,yes,yes,,33.0,Two-year associate degree,1
200619,0.0, , , , ,no,no,yes,,30.0,Four-year college degree or bachelor's degree,0
200621,2.0,yes,no,no, ,no,no,no,,74.0,Two-year associate degree,0
200623,4.0,yes,no,no, ,yes,no,yes,,26.0,Unknown,0
200637,12.0,yes,no,no, ,no,no,no,,55.0,"Some college, no degree",1
200640,4.0,no,no,yes, ,no,yes,yes,,52.0,Unknown,0
200646,0.0, , , , ,no,no,no,,64.0,Two-year associate degree,0
200647,30.0,no,no,yes, ,no,yes,no,,65.0,Unknown,1
200650,5.0,yes,yes,yes, ,no,no,yes,,21.0,Two-year associate degree,1
200656,1.0,yes,no,no, ,no,no,no,,53.0,"Some college, no degree",0
200664,50.0,yes,no,no, ,no,yes,yes,,61.0,Postgraduate or professional degree,1
200667,, , , , ,no,yes,yes,,40.0,Postgraduate or professional degree,0
200670,15.0,yes,no,yes, ,no,no,no,,70.0,Postgraduate or professional degree,1
200675,0.0, , , , ,no,yes,no,,25.0,"Some college, no degree",0
200676,11.0,yes,no,yes, ,yes,no,yes,,68.0,Two-year associate degree,1
200688,0.0, , , , ,yes,yes,yes,,38.0,"Some college, no degree",0
200692,3.0,no,no,yes, ,no,yes,yes,,67.0,Unknown,0
200700,0.0, , , , ,no,no,yes,,40.0,High school graduate or GED,0
200701,1.0,yes,no,no, ,no,no,yes,,50.0,"Some college, no degree",0
200703,0.0, , , , ,no,no,no,,36.0,Postgraduate or professional degree,0
200722,10.0,no,no,no, ,no,yes,yes,,16.0,High school graduate or GED,1
200734,97.0,yes,no,no, ,no,no,no,,32.0,"Some college, no degree",1
200735,20.0,yes,no,no, ,no,yes,yes,,24.0,Two-year associate degree,1
200738,3.0,no,yes,no, ,no,no,yes,,50.0,Four-year college degree or bachelor's degree,0
200743,10.0,yes,no,no, ,no,yes,yes,,45.0,Two-year associate degree,1
200746,6.0,yes,no,no, ,yes,no,yes,,24.0,Postgraduate or professional degree,1
200759,0.0, , , , ,no,no,yes,,42.0,Postgraduate or professional degree,0
200775,1.0,yes,no,no, ,no,yes,yes,,26.0,Postgraduate or professional degree,0
200777,6.0,yes,no,no, ,no,no,yes,,75.0,Unknown,1
200779,14.0,yes,yes,no, ,no,yes,yes,,65.0,Postgraduate or professional degree,1
200781,2.0,yes,no,no, ,no,no,yes,,36.0,Postgraduate or professional degree,0
200782,12.0,yes,yes,yes, ,no,no,yes,,57.0,Unknown,1
200784,25.0,yes,no,no, ,no,no,no,,62.0,"Some college, no degree",1
200786,12.0,yes,no,yes, ,no,no,yes,,19.0,Two-year associate degree,1
200789,10.0,no,no,yes, ,yes,no,yes,,23.0,"Some college, no degree",1
200790,32.0,yes,yes,yes, ,no,no,yes,,55.0,Unknown,1
200792,20.0,yes,no,no, ,no,no,yes,,20.0,Two-year associate degree,1
200795,3.0,yes,no,yes, ,yes,yes,yes,,62.0,Postgraduate or professional degree,0
200798,50.0,yes,yes,yes, ,yes,yes,yes,,70.0,Two-year associate degree,1
200800,0.0, , , , ,no,no,yes,,40.0,"Some college, no degree",0
200801,0.0, , , , ,no,no,no,,79.0,"Some college, no degree",0
200807,0.0, , , , ,no,yes,yes,,23.0,Postgraduate or professional degree,0
200808,50.0,yes,no,no, ,no,no,no,,30.0,"Some college, no degree",1
200811,3.0,yes,no,no, ,no,yes,yes,,57.0,Unknown,0
200813,50.0,no,yes,yes, ,yes,yes,yes,,69.0,Four-year college degree or bachelor's degree,1
200815,2.0,yes,no,no, ,no,yes,no,,44.0,Postgraduate or professional degree,0
200816,4.0,yes,no,no, ,no,no,yes,,20.0,Two-year associate degree,0
200821,0.0, , , , ,no,no,no,,77.0,"Some college, no degree",0
200824,20.0,yes,yes,no, ,no,no,yes,,51.0,Unknown,1
200828,0.0, , , , ,no,no,no,,50.0,Less than high school,0
200836,50.0,yes,no,no, ,no,no,yes,,67.0,"Some college, no degree",1
200850,5.0,yes,yes,yes, ,no,yes,yes,,45.0,Unknown,1
200854,30.0,yes,no,no, ,no,no,yes,,23.0,Four-year college degree or bachelor's degree,1
200859,1.0,yes,yes,yes, ,no,no,no,,48.0,High school graduate or GED,0
200867,2.0,yes,no,no, ,no,yes,no,,58.0,Postgraduate or professional degree,0
200872,30.0,yes,yes,no, ,no,no,yes,,19.0,Postgraduate or professional degree,1
200875,97.0,yes,yes,yes, ,no,yes,yes,,72.0,Postgraduate or professional degree,1
200877,5.0,yes,yes,yes, ,yes,yes,yes,,35.0,High school graduate or GED,1
200880,0.0, , , , ,no,no,no,,67.0,Two-year associate degree,0
200881,4.0,yes,no,no, ,no,yes,yes,,60.0,Postgraduate or professional degree,0
200882,1.0,yes,no,no, ,no,no,yes,,70.0,Unknown,0
200886,20.0,yes,no,yes, ,no,no,yes,,18.0,Two-year associate degree,1
200891,0.0, , , , ,no,no,yes,,27.0,"Some college, no degree",0
200892,5.0,,yes,no, ,no,no,no,,45.0,High school graduate or GED,1
200896,2.0,no,no,yes, ,yes,yes,yes,,56.0,Two-year associate degree,0
200899,0.0, , , , ,no,no,no,,54.0,"Some college, no degree",0
200902,20.0,yes,yes,yes, ,no,yes,yes,,32.0,Postgraduate or professional degree,1
200908,10.0,yes,yes,yes, ,no,no,yes,,59.0,Unknown,1
200909,50.0,yes,yes,yes, ,no,no,yes,,17.0,High school graduate or GED,1
200920,0.0, , , , ,no,no,yes,,41.0,"Some college, no degree",0
200932,4.0,yes,no,no, ,no,no,no,,57.0,"Some college, no degree",0
200939,0.0, , , , ,no,no,no,,62.0,"Some college, no degree",0
200944,1.0,yes,no,no, ,no,no,yes,,53.0,"Some college, no degree",0
200945,12.0,yes,no,no, ,no,yes,yes,,23.0,"Some college, no degree",1
200946,1.0,yes,no,no, ,no,no,no,,27.0,"Some college, no degree",0
200950,4.0,yes,no,no, ,no,no,yes,,19.0,"Some college, no degree",0
200952,2.0,yes,no,no, ,no,yes,yes,,35.0,Postgraduate or professional degree,0
200957,2.0,yes,no,no, ,no,no,yes,,39.0,Two-year associate degree,0
200958,0.0, , , , ,no,yes,yes,,55.0,Less than high school,0
200965,0.0, , , , ,no,no,yes,,52.0,Four-year college degree or bachelor's degree,0
200966,4.0,yes,yes,yes, ,no,yes,yes,,58.0,Two-year associate degree,0
200972,50.0,yes,no,no, ,no,yes,yes,,74.0,Postgraduate or professional degree,1
200975,2.0,yes,no,no, ,no,no,yes,,60.0,Postgraduate or professional degree,0
200977,50.0,yes,yes,yes, ,yes,yes,yes,,59.0,Postgraduate or professional degree,1
200978,4.0,yes,no,yes, ,yes,yes,yes,,50.0,Postgraduate or professional degree,0
200979,0.0, , , , ,no,no,no,,62.0,Four-year college degree or bachelor's degree,0
200983,5.0,yes,no,yes, ,no,no,yes,,16.0,High school graduate or GED,1
200985,10.0,yes,yes,yes, ,no,no,no,,18.0,High school graduate or GED,1
200987,3.0,yes,no,no, ,yes,yes,yes,,17.0,High school graduate or GED,0
200991,8.0,no,no,yes, ,yes,yes,yes,,43.0,Unknown,1
200994,0.0, , , , ,,yes,yes,,63.0,"Some college, no degree",0
200997,0.0, , , , ,no,no,no,,51.0,High school graduate or GED,0
201003,97.0,yes,no,yes, ,yes,no,yes,,58.0,Unknown,1
201005,0.0, , , , ,no,no,yes,,36.0,High school graduate or GED,0
201018,2.0,yes,no,no, ,no,no,yes,,52.0,Unknown,0
201019,36.0,yes,no,no, ,no,yes,yes,,67.0,"Some college, no degree",1
201022,2.0,no,yes,no, ,yes,yes,yes,,58.0,Two-year associate degree,0
201023,5.0,yes,no,yes, ,no,no,yes,,51.0,Two-year associate degree,1
201024,0.0, , , , ,no,no,yes,,,Unknown,0
201035,20.0,yes,no,no, ,no,no,yes,,25.0,Two-year associate degree,1
201037,25.0,yes,no,yes, ,yes,yes,yes,,64.0,Unknown,1
201038,5.0,no,yes,yes, ,no,yes,yes,,74.0,Two-year associate degree,1
201062,6.0,yes,no,no, ,no,no,yes,,24.0,Postgraduate or professional degree,1
201066,4.0,yes,no,no, ,no,no,yes,,40.0,Unknown,0
201068,3.0,yes,no,no, ,yes,no,yes,,54.0,High school graduate or GED,0
201081,30.0,yes,no,yes, ,no,no,no,,42.0,Two-year associate degree,1
201085,6.0,yes,yes,yes, ,no,yes,yes,,22.0,Postgraduate or professional degree,1
201089,0.0, , , , ,no,yes,yes,,70.0,Unknown,0
201090,2.0,no,no,yes, ,yes,no,yes,,33.0,Four-year college degree or bachelor's degree,0
201093,1.0,no,no,yes, ,no,no,no,,25.0,"Some college, no degree",0
201105,4.0,no,no,yes, ,no,no,yes,,46.0,Four-year college degree or bachelor's degree,0
201108,5.0,yes,no,no, ,no,yes,yes,,64.0,Postgraduate or professional degree,1
201112,10.0,yes,no,yes, ,no,no,yes,,18.0,"Some college, no degree",1
201124,0.0, , , , ,no,no,yes,,26.0,Postgraduate or professional degree,0
201127,1.0,yes,yes,yes, ,no,yes,yes,,19.0,"Some college, no degree",0
201129,3.0,no,yes,yes, ,no,yes,yes,,54.0,Two-year associate degree,0
201132,20.0,yes,no,yes, ,no,yes,yes,,18.0,High school graduate or GED,1
201137,30.0,no,no,yes, ,no,yes,yes,,60.0,Postgraduate or professional degree,1
201141,1.0,yes,no,no, ,no,yes,yes,,42.0,Postgraduate or professional degree,0
201142,0.0, , , , ,no,yes,yes,,32.0,Less than high school,0
201143,0.0, , , , ,no,yes,yes,,39.0,"Some college, no degree",0
201144,36.0,yes,no,no, ,no,yes,yes,,40.0,Postgraduate or professional degree,1
201145,8.0,yes,no,no, ,no,yes,yes,,66.0,"Some college, no degree",1
201149,2.0,yes,no,no, ,no,no,yes,,56.0,Four-year college degree or bachelor's degree,0
201151,6.0,yes,no,no, ,yes,yes,yes,,80.0,Four-year college degree or bachelor's degree,1
201152,, , , , ,no,no,no,,28.0,High school graduate or GED,0
201155,3.0,yes,no,no, ,no,no,yes,,88.0,"Some college, no degree",0
201158,2.0,no,no,no, ,no,no,no,,28.0,High school graduate or GED,0
201161,1.0,no,no,yes, ,no,yes,yes,,37.0,Two-year associate degree,0
201163,0.0, , , , ,no,no,yes,,50.0,"Some college, no degree",0
201167,3.0,yes,no,yes, ,yes,no,yes,,17.0,High school graduate or GED,0
201169,3.0,no,no,yes, ,no,yes,yes,,48.0,Unknown,0
201171,0.0, , , , ,no,no,yes,,27.0,Postgraduate or professional degree,0
201172,5.0,,yes,no, ,no,no,yes,,68.0,Unknown,1
201177,5.0,yes,no,yes, ,yes,yes,yes,,40.0,Four-year college degree or bachelor's degree,1
201188,1.0,yes,no,no, ,no,yes,no,,22.0,"Some college, no degree",0
201194,50.0,yes,no,no, ,no,no,no,,,,1
201196,0.0, , , , ,no,yes,yes,,17.0,High school graduate or GED,0
201198,15.0,yes,no,no, ,no,no,yes,,,,1
201200,30.0,yes,yes,no, ,no,yes,yes,,23.0,Postgraduate or professional degree,1
201203,, , , , ,no,no,yes,,57.0,"Some college, no degree",0
201204,0.0, , , , ,no,yes,yes,,32.0,"Some college, no degree",0
201206,1.0,yes,no,no, ,no,yes,no,,58.0,"Some college, no degree",0
201209,3.0,no,no,yes, ,no,yes,yes,,69.0,Four-year college degree or bachelor's degree,0
201210,0.0, , , , ,yes,yes,yes,,50.0,"Some college, no degree",0
201213,12.0,yes,no,no, ,no,no,yes,,34.0,High school graduate or GED,1
