respondent_id,books_read_1year,print_books,audiobooks,ebooks,smartphone,ebook_reader,tablet,laptop,gender,age,education,is_frequent_reader
201214,10.0,yes,no,no, ,yes,yes,yes,,24.0,Postgraduate or professional degree,1
201215,1.0,yes,no,no, ,no,,no,,38.0,High school graduate or GED,0
201218,4.0,yes,yes,yes, ,yes,yes,yes,,51.0,Two-year associate degree,0
201222,15.0,yes,yes,yes, ,yes,no,yes,,61.0,Postgraduate or professional degree,1
201226,0.0, , , , ,no,no,no,,35.0,"Some college, no degree",0
201227,12.0,yes,no,yes, ,no,yes,yes,,64.0,Unknown,1
201253,60.0,yes,no,yes, ,yes,yes,yes,,24.0,Postgraduate or professional degree,1
201261,6.0,yes,yes,no, ,no,yes,yes,,65.0,"Some college, no degree",1
201262,, , , , ,no,yes,yes,,23.0,High school graduate or GED,0
201265,25.0,yes,no,yes, ,no,yes,yes,,30.0,Postgraduate or professional degree,1
201268,10.0,yes,no,yes, ,no,yes,yes,,42.0,Unknown,1
201269,0.0, , , , ,no,no,yes,,44.0,Four-year college degree or bachelor's degree,0
201273,1.0,no,no,yes, ,yes,no,yes,,72.0,Four-year college degree or bachelor's degree,0
201276,50.0,yes,no,yes, ,yes,yes,yes,,69.0,Unknown,1
201277,30.0,yes,no,yes, ,no,yes,yes,,28.0,Postgraduate or professional degree,1
201278,5.0,yes,no,no, ,no,no,yes,,46.0,Postgraduate or professional degree,1
201281,0.0, , , , ,no,yes,yes,,47.0,"Some college, no degree",0
201282,7.0,yes,no,no, ,no,yes,yes,,24.0,"Some college, no degree",1
201288,3.0,yes,no,yes, ,no,yes,yes,,40.0,"Some college, no degree",0
201297,10.0,yes,no,no, ,no,no,yes,,31.0,"Some college, no degree",1
201300,2.0,yes,no,no, ,no,no,no,,61.0,Two-year associate degree,0
201302,0.0, , , , ,no,no,no,,46.0,"Some college, no degree",0
201307,15.0,yes,no,yes, ,yes,yes,yes,,21.0,Unknown,1
201309,4.0,yes,no,yes, ,no,yes,yes,,51.0,Postgraduate or professional degree,0
201326,10.0,yes,no,yes, ,no,no,yes,,18.0,"Some college, no degree",1
201329,0.0, , , , ,yes,yes,yes,,41.0,Two-year associate degree,0
201330,6.0,no,yes,yes, ,no,no,yes,,60.0,Two-year associate degree,1
201337,20.0,no,yes,yes, ,no,yes,yes,,25.0,Two-year associate degree,1
201341,2.0,yes,no,yes, ,yes,yes,yes,,16.0,High school graduate or GED,0
201356,, , , , ,no,yes,yes,,40.0,Postgraduate or professional degree,0
201371,97.0,yes,no,yes, ,yes,yes,yes,,58.0,Postgraduate or professional degree,1
201380,12.0,yes,no,no, ,yes,no,yes,,40.0,Unknown,1
201392,97.0,yes,no,yes, ,yes,yes,yes,,65.0,Four-year college degree or bachelor's degree,1
201398,7.0,yes,no,no, ,no,no,yes,,53.0,Unknown,1
201403,10.0,yes,yes,no, ,no,no,no,,62.0,Four-year college degree or bachelor's degree,1
201415,52.0,yes,yes,no, ,no,yes,yes,,48.0,Unknown,1
201419,15.0,yes,no,yes, ,no,no,yes,,60.0,Postgraduate or professional degree,1
201422,0.0, , , , ,no,yes,yes,,31.0,Postgraduate or professional degree,0
201424,4.0,yes,no,no, ,no,no,yes,,47.0,Postgraduate or professional degree,0
201425,20.0,yes,no,no, ,no,yes,yes,,45.0,"Some college, no degree",1
201438,0.0, , , , ,yes,yes,no,,58.0,Four-year college degree or bachelor's degree,0
201442,50.0,yes,yes,yes, ,yes,yes,yes,,51.0,Unknown,1
201443,45.0,yes,yes,no, ,no,yes,yes,,26.0,Four-year college degree or bachelor's degree,1
201445,0.0, , , , ,no,no,no,,72.0,"Some college, no degree",0
201454,97.0,yes,no,yes, ,no,yes,yes,,64.0,Postgraduate or professional degree,1
201459,4.0,yes,no,no, ,no,yes,yes,,18.0,Four-year college degree or bachelor's degree,0
201462,30.0,yes,yes,yes, ,no,yes,yes,,33.0,Two-year associate degree,1
201472,6.0,yes,no,no, ,no,yes,yes,,17.0,"Some college, no degree",1
201475,5.0,yes,no,, ,no,no,yes,,62.0,Two-year associate degree,1
201487,0.0, , , , ,no,no,no,,62.0,"Some college, no degree",0
201490,3.0,yes,no,no, ,no,yes,yes,,44.0,Unknown,0
201492,50.0,yes,no,yes, ,no,yes,yes,,44.0,Postgraduate or professional degree,1
201495,12.0,yes,no,no, ,no,yes,yes,,52.0,Two-year associate degree,1
201500,25.0,yes,no,yes, ,yes,yes,yes,,64.0,Postgraduate or professional degree,1
201501,30.0,yes,no,no, ,no,no,yes,,55.0,Postgraduate or professional degree,1
201503,0.0, , , , ,no,yes,yes,,45.0,"Some college, no degree",0
201505,2.0,yes,no,no, ,no,yes,yes,,16.0,High school graduate or GED,0
201507,2.0,yes,no,no, ,no,no,yes,,52.0,Unknown,0
201508,50.0,yes,yes,yes, ,yes,yes,yes,,23.0,Unknown,1
201510,0.0, , , , ,no,yes,yes,,48.0,"Some college, no degree",0
201515,10.0,yes,no,yes, ,yes,yes,yes,,45.0,Unknown,1
201516,0.0, , , , ,no,no,yes,,63.0,Two-year associate degree,0
201521,8.0,yes,yes,yes, ,no,yes,yes,,66.0,Two-year associate degree,1
201523,4.0,yes,no,no, ,no,no,yes,,67.0,"Some college, no degree",0
201526,2.0,yes,no,no, ,no,yes,yes,,30.0,Unknown,0
201527,1.0,yes,no,no, ,no,yes,yes,,23.0,Postgraduate or professional degree,0
201537,3.0,yes,no,no, ,no,yes,yes,,18.0,High school graduate or GED,0
201549,0.0, , , , ,no,yes,yes,,60.0,Two-year associate degree,0
201559,1.0,yes,yes,no, ,no,no,no,,66.0,Less than high school,0
201573,0.0, , , , ,no,no,no,,59.0,Four-year college degree or bachelor's degree,0
201575,7.0,yes,no,no, ,no,no,yes,,79.0,Postgraduate or professional degree,1
201578,5.0,yes,no,no, ,no,yes,yes,,54.0,"Some college, no degree",1
201586,15.0,yes,no,yes, ,no,yes,yes,,23.0,Postgraduate or professional degree,1
201588,2.0,yes,no,no, ,no,yes,yes,,29.0,Four-year college degree or bachelor's degree,0
201590,5.0,yes,no,no, ,no,no,yes,,20.0,Two-year associate degree,1
201597,15.0,yes,yes,no, ,no,yes,yes,,26.0,Unknown,1
201598,12.0,yes,no,yes, ,no,no,yes,,20.0,Two-year associate degree,1
201601,0.0, , , , ,no,no,yes,,45.0,Less than high school,0
201603,7.0,yes,no,no, ,yes,yes,yes,,34.0,Postgraduate or professional degree,1
201605,10.0,yes,no,no, ,no,no,no,,33.0,Less than high school,1
201611,5.0,yes,no,yes, ,no,no,yes,,23.0,"Some college, no degree",1
201612,0.0, , , , ,no,no,yes,,60.0,Unknown,0
201617,6.0,yes,no,no, ,no,no,yes,,54.0,Four-year college degree or bachelor's degree,1
201618,1.0,yes,no,yes, ,no,no,yes,,85.0,Less than high school,0
201622,0.0, , , , ,yes,yes,yes,,50.0,Two-year associate degree,0
201623,4.0,no,no,yes, ,yes,yes,yes,,22.0,Four-year college degree or bachelor's degree,0
201625,1.0,yes,no,no, ,no,yes,yes,,58.0,Postgraduate or professional degree,0
201630,20.0,yes,no,no, ,no,yes,yes,,16.0,"Some college, no degree",1
201638,0.0, , , , ,no,yes,yes,,49.0,Postgraduate or professional degree,0
201643,7.0,yes,no,no, ,no,no,yes,,53.0,"Some college, no degree",1
201644,6.0,yes,no,no, ,no,yes,no,,61.0,Two-year associate degree,1
201648,2.0,yes,yes,no, ,no,yes,yes,,55.0,Unknown,0
201650,10.0,yes,no,no, ,no,no,yes,,55.0,Two-year associate degree,1
201660,15.0,no,yes,yes, ,no,no,yes,,47.0,"Some college, no degree",1
201666,2.0,yes,no,no, ,no,no,yes,,68.0,Unknown,0
201667,0.0, , , , ,no,no,no,,51.0,"Some college, no degree",0
201671,6.0,yes,no,no, ,no,no,yes,,20.0,"Some college, no degree",1
201676,1.0,yes,no,no, ,no,no,no,,58.0,Unknown,0
201680,0.0, , , , ,no,no,no,,40.0,"Some college, no degree",0
201686,5.0,yes,no,yes, ,no,yes,yes,,37.0,"Some college, no degree",1
201690,2.0,no,yes,no, ,yes,yes,yes,,27.0,Two-year associate degree,0
201693,0.0, , , , ,no,no,yes,,21.0,Postgraduate or professional degree,0
201704,3.0,yes,no,no, ,no,no,no,,29.0,High school graduate or GED,0
201707,96.0,yes,yes,yes, ,no,yes,yes,,70.0,Unknown,1
201712,0.0, , , , ,yes,yes,yes,,59.0,"Some college, no degree",0
201719,0.0, , , , ,no,no,yes,,61.0,Two-year associate degree,0
201720,12.0,yes,no,no, ,no,yes,yes,,41.0,Unknown,1
201722,4.0,yes,no,no, ,no,yes,yes,,27.0,Postgraduate or professional degree,0
201724,4.0,yes,no,no, ,no,no,no,,29.0,"Some college, no degree",0
201731,0.0, , , , ,no,no,yes,,60.0,Postgraduate or professional degree,0
201733,17.0,yes,no,yes, ,no,yes,yes,,30.0,Postgraduate or professional degree,1
201735,0.0, , , , ,no,no,no,,67.0,High school graduate or GED,0
201736,1.0,yes,no,no, ,no,no,no,,58.0,High school graduate or GED,0
201741,30.0,yes,no,no, ,no,yes,no,,54.0,Unknown,1
201743,12.0,yes,no,yes, ,,yes,yes,,64.0,Unknown,1
201745,10.0,yes,no,no, ,no,yes,yes,,56.0,Postgraduate or professional degree,1
201746,2.0,no,no,yes, ,no,yes,yes,,52.0,Postgraduate or professional degree,0
201750,1.0,yes,no,no, ,no,yes,yes,,31.0,"Some college, no degree",0
201754,2.0,yes,yes,no, ,no,no,no,,79.0,"Some college, no degree",0
201763,10.0,yes,yes,no, ,no,no,no,,46.0,"Some college, no degree",1
201770,2.0,yes,no,no, ,no,yes,yes,,60.0,Postgraduate or professional degree,0
201774,1.0,yes,no,no, ,yes,no,no,,34.0,Less than high school,0
201776,7.0,yes,no,no, ,yes,no,no,,48.0,"Some college, no degree",1
201777,0.0, , , , ,no,no,yes,,57.0,Postgraduate or professional degree,0
201786,12.0,yes,no,yes, ,no,yes,yes,,63.0,"Some college, no degree",1
201792,15.0,yes,no,no, ,yes,yes,yes,,30.0,Postgraduate or professional degree,1
201797,0.0, , , , ,no,yes,yes,,24.0,Postgraduate or professional degree,0
201799,26.0,yes,no,no, ,no,yes,yes,,30.0,Unknown,1
201804,15.0,yes,no,no, ,yes,no,yes,,53.0,Postgraduate or professional degree,1
201808,14.0,yes,no,no, ,no,no,no,,40.0,"Some college, no degree",1
201809,1.0,yes,no,yes, ,no,yes,yes,,22.0,"Some college, no degree",0
201816,50.0,yes,no,no, ,no,no,yes,,34.0,"Some college, no degree",1
201818,0.0, , , , ,no,yes,yes,,21.0,"Some college, no degree",0
201821,0.0, , , , ,no,no,yes,,38.0,Postgraduate or professional degree,0
201824,3.0,yes,no,no, ,no,yes,yes,,53.0,Four-year college degree or bachelor's degree,0
201828,5.0,yes,no,no, ,no,no,no,,69.0,Two-year associate degree,1
201831,2.0,yes,yes,yes, ,no,no,yes,,51.0,Four-year college degree or bachelor's degree,0
201834,8.0,yes,no,yes, ,yes,no,yes,,46.0,Unknown,1
201835,12.0,yes,no,no, ,no,yes,yes,,30.0,Postgraduate or professional degree,1
201837,6.0,yes,no,yes, ,no,yes,yes,,35.0,"Some college, no degree",1
201838,2.0,yes,no,yes, ,no,yes,yes,,58.0,Postgraduate or professional degree,0
201845,6.0,yes,yes,no, ,no,yes,yes,,62.0,Unknown,1
201848,1.0,yes,yes,no, ,no,no,no,,59.0,"Some college, no degree",0
201850,5.0,yes,yes,yes, ,no,yes,yes,,49.0,Postgraduate or professional degree,1
201852,97.0,yes,no,yes, ,yes,no,yes,,68.0,Four-year college degree or bachelor's degree,1
201858,20.0,no,no,no, ,no,no,no,,57.0,High school graduate or GED,1
201862,45.0,yes,no,yes, ,no,no,no,,16.0,High school graduate or GED,1
201875,12.0,no,no,yes, ,yes,yes,yes,,47.0,Unknown,1
201879,2.0,yes,no,no, ,no,yes,no,,58.0,"Some college, no degree",0
201884,10.0,yes,no,yes, ,yes,yes,yes,,52.0,Unknown,1
201888,2.0,yes,no,no, ,no,no,yes,,61.0,Unknown,0
201891,12.0,yes,no,yes, ,no,no,yes,,23.0,Unknown,1
201893,15.0,yes,yes,yes, ,no,no,yes,,20.0,Two-year associate degree,1
201896,2.0,yes,no,yes, ,yes,yes,yes,,46.0,Four-year college degree or bachelor's degree,0
201903,25.0,yes,no,no, ,yes,no,yes,,72.0,Postgraduate or professional degree,1
201908,0.0, , , , ,no,no,yes,,59.0,"Some college, no degree",0
201923,12.0,yes,no,yes, ,no,yes,yes,,24.0,Postgraduate or professional degree,1
201930,4.0,yes,no,yes, ,yes,yes,yes,,63.0,Postgraduate or professional degree,0
201935,4.0,yes,no,no, ,no,no,no,,62.0,Four-year college degree or bachelor's degree,0
201947,, , , , ,no,no,no,,71.0,Two-year associate degree,0
201948,50.0,yes,no,no, ,no,yes,yes,,36.0,Unknown,1
201949,3.0,yes,no,yes, ,no,yes,yes,,21.0,Two-year associate degree,0
201951,97.0,yes,no,yes, ,yes,yes,yes,,38.0,Four-year college degree or bachelor's degree,1
201956,0.0, , , , ,no,no,no,,37.0,"Some college, no degree",0
201963,24.0,yes,yes,yes, ,yes,yes,yes,,51.0,Postgraduate or professional degree,1
201976,0.0, , , , ,no,yes,no,,26.0,"Some college, no degree",0
201981,20.0,yes,no,no, ,yes,yes,yes,,30.0,Postgraduate or professional degree,1
201992,50.0,yes,no,yes, ,yes,yes,yes,,19.0,Two-year associate degree,1
201996,2.0,yes,no,no, ,no,no,yes,,17.0,High school graduate or GED,0
202000,7.0,yes,no,yes, ,no,no,yes,,24.0,Two-year associate degree,1
202004,2.0,yes,no,no, ,no,no,yes,,23.0,Postgraduate or professional degree,0
202008,2.0,yes,no,no, ,no,yes,yes,,19.0,"Some college, no degree",0
202017,0.0, , , , ,no,no,no,,42.0,High school graduate or GED,0
202020,0.0, , , , ,no,no,no,,53.0,"Some college, no degree",0
202022,8.0,yes,no,yes, ,no,yes,yes,,66.0,Postgraduate or professional degree,1
202033,0.0, , , , ,no,no,yes,,52.0,Four-year college degree or bachelor's degree,0
202037,6.0,no,yes,yes, ,no,yes,yes,,43.0,Postgraduate or professional degree,1
202039,97.0,yes,no,no, ,no,no,yes,,49.0,"Some college, no degree",1
202049,5.0,yes,no,no, ,no,no,yes,,67.0,Unknown,1
202058,0.0, , , , ,no,no,yes,,58.0,"Some college, no degree",0
202063,12.0,yes,yes,yes, ,yes,yes,yes,,35.0,Postgraduate or professional degree,1
202072,24.0,yes,no,no, ,no,yes,yes,,45.0,"Some college, no degree",1
202075,11.0,yes,no,no, ,yes,no,yes,,17.0,High school graduate or GED,1
202077,8.0,yes,no,no, ,no,no,yes,,26.0,"Some college, no degree",1
202080,15.0,yes,no,no, ,no,no,no,,54.0,"Some college, no degree",1
202083,0.0, , , , ,no,no,no,,48.0,High school graduate or GED,0
202087,6.0,no,no,yes, ,no,yes,yes,,69.0,Unknown,1
202098,4.0,yes,no,no, ,no,no,no,,55.0,"Some college, no degree",0
202104,6.0,yes,no,no, ,no,yes,yes,,31.0,Postgraduate or professional degree,1
202105,2.0,yes,no,no, ,no,yes,yes,,49.0,Two-year associate degree,0
202109,4.0,yes,no,yes, ,yes,yes,yes,,41.0,"Some college, no degree",0
202114,1.0,yes,no,no, ,no,no,yes,,75.0,Unknown,0
202116,4.0,yes,no,no, ,no,yes,yes,,35.0,Four-year college degree or bachelor's degree,0
202129,0.0, , , , ,no,no,yes,,67.0,"Some college, no degree",0
202140,50.0,yes,no,yes, ,yes,yes,yes,,70.0,Unknown,1
202143,0.0, , , , ,no,no,no,,50.0,High school graduate or GED,0
202148,10.0,no,no,yes, ,no,no,no,,59.0,Two-year associate degree,1
202151,0.0, , , , ,no,no,no,,62.0,High school graduate or GED,0
202165,0.0, , , , ,no,no,no,,52.0,"Some college, no degree",0
202168,6.0,yes,yes,no, ,no,yes,yes,,24.0,Postgraduate or professional degree,1
202169,1.0,yes,no,no, ,yes,no,no,,30.0,Postgraduate or professional degree,0
202183,25.0,yes,no,no, ,no,yes,yes,,21.0,Two-year associate degree,1
202185,97.0,no,no,yes, ,yes,yes,yes,,47.0,Unknown,1
202186,0.0, , , , ,no,no,no,,76.0,Four-year college degree or bachelor's degree,0
202189,3.0,yes,no,no, ,no,no,yes,,41.0,Four-year college degree or bachelor's degree,0
202207,25.0,yes,no,yes, ,no,yes,yes,,58.0,Unknown,1
202208,0.0, , , , ,no,no,no,,19.0,Less than high school,0
202209,, , , , ,yes,no,yes,,49.0,Unknown,0
202213,4.0,yes,no,no, ,no,yes,yes,,89.0,Unknown,0
202216,5.0,yes,no,no, ,no,no,yes,,51.0,Two-year associate degree,1
202218,25.0,yes,yes,no, ,no,yes,yes,,62.0,Unknown,1
202220,1.0,no,no,yes, ,yes,yes,yes,,75.0,Two-year associate degree,0
202225,3.0,no,no,yes, ,no,yes,yes,,42.0,Four-year college degree or bachelor's degree,0
202231,2.0,yes,no,no, ,no,no,no,,49.0,Less than high school,0
202235,0.0, , , , ,no,no,no,,54.0,"Some college, no degree",0
202241,0.0, , , , ,no,no,no,,73.0,"Some college, no degree",0
202249,1.0,yes,no,no, ,no,no,no,,60.0,"Some college, no degree",0
202255,0.0, , , , ,no,no,yes,,71.0,Unknown,0
202278,20.0,yes,no,yes, ,no,yes,yes,,28.0,Unknown,1
202280,4.0,yes,no,no, ,no,yes,yes,,18.0,Two-year associate degree,0
202282,3.0,yes,no,no, ,no,yes,yes,,55.0,Postgraduate or professional degree,0
202288,5.0,yes,no,yes, ,yes,no,yes,,55.0,Postgraduate or professional degree,1
202289,0.0, , , , ,yes,no,yes,,30.0,"Some college, no degree",0
202290,0.0, , , , ,no,no,yes,,20.0,Two-year associate degree,0
202296,20.0,yes,no,no, ,no,yes,yes,,60.0,Postgraduate or professional degree,1
202301,2.0,yes,no,no, ,no,no,no,,54.0,"Some college, no degree",0
202306,3.0,yes,no,no, ,no,no,yes,,24.0,Postgraduate or professional degree,0
202322,97.0,yes,yes,no, ,no,yes,yes,,17.0,Less than high school,1
202329,0.0, , , , ,no,no,yes,,80.0,Two-year associate degree,0
202342,0.0, , , , ,no,yes,no,,33.0,,0
202344,25.0,yes,yes,yes, ,no,yes,yes,,68.0,Postgraduate or professional degree,1
202356,5.0,yes,no,yes, ,no,no,yes,,59.0,Four-year college degree or bachelor's degree,1
202360,1.0,yes,no,no, ,no,no,yes,,58.0,Two-year associate degree,0
202361,15.0,yes,no,no, ,no,no,no,,77.0,"Some college, no degree",1
202365,7.0,yes,no,yes, ,no,no,yes,,21.0,Two-year associate degree,1
202372,0.0, , , , ,no,yes,yes,,19.0,"Some college, no degree",0
202375,0.0, , , , ,no,no,yes,,46.0,Postgraduate or professional degree,0
202382,15.0,yes,no,yes, ,yes,yes,yes,,62.0,Two-year associate degree,1
202388,0.0, , , , ,no,yes,yes,,34.0,Postgraduate or professional degree,0
202403,0.0, , , , ,no,no,yes,,57.0,"Some college, no degree",0
202411,12.0,yes,yes,yes, ,no,yes,yes,,67.0,Unknown,1
202413,50.0,yes,no,no, ,no,yes,yes,,40.0,Postgraduate or professional degree,1
202414,40.0,yes,no,no, ,no,yes,yes,,23.0,Four-year college degree or bachelor's degree,1
202421,97.0,yes,no,no, ,no,no,yes,,16.0,High school graduate or GED,1
202434,7.0,yes,no,no, ,no,yes,yes,,30.0,Unknown,1
202445,5.0,yes,no,no, ,no,no,yes,,22.0,Two-year associate degree,1
202464,10.0,yes,no,no, ,no,no,yes,,48.0,Unknown,1
202474,4.0,no,yes,yes, ,no,no,yes,,22.0,Two-year associate degree,0
202484,6.0,yes,yes,yes, ,no,no,yes,,59.0,Four-year college degree or bachelor's degree,1
202487,3.0,yes,no,no, ,no,no,yes,,54.0,Four-year college degree or bachelor's degree,0
202493,1.0,yes,no,no, ,no,no,yes,,55.0,"Some college, no degree",0
202497,0.0, , , , ,no,yes,yes,,36.0,"Some college, no degree",0
202503,2.0,yes,no,yes, ,yes,yes,yes,,68.0,Two-year associate degree,0
202505,0.0, , , , ,no,no,no,,84.0,Two-year associate degree,0
202506,12.0,no,no,yes, ,yes,yes,yes,,66.0,Unknown,1
202515,8.0,yes,no,yes, ,no,yes,no,,21.0,"Some college, no degree",1
202521,0.0, , , , ,no,no,yes,,63.0,"Some college, no degree",0
202529,0.0, , , , ,no,no,yes,,60.0,High school graduate or GED,0
202534,3.0,yes,no,yes, ,no,no,yes,,44.0,Postgraduate or professional degree,0
202537,30.0,yes,no,no, ,no,no,yes,,57.0,Four-year college degree or bachelor's degree,1
202541,30.0,yes,no,yes, ,yes,yes,yes,,30.0,Four-year college degree or bachelor's degree,1
202545,1.0,yes,no,no, ,no,no,no,,52.0,"Some college, no degree",0
202552,1.0,yes,no,no, ,no,no,no,,71.0,"Some college, no degree",0
202557,0.0, , , , ,no,no,no,,26.0,"Some college, no degree",0
202560,10.0,yes,no,yes, ,yes,yes,yes,,39.0,Postgraduate or professional degree,1
202561,0.0, , , , ,no,yes,yes,,36.0,Four-year college degree or bachelor's degree,0
202567,1.0,yes,no,no, ,no,no,yes,,20.0,Two-year associate degree,0
202576,1.0,yes,no,no, ,no,no,yes,,39.0,"Some college, no degree",0
202579,5.0,yes,no,no, ,no,yes,yes,,34.0,Four-year college degree or bachelor's degree,1
202585,5.0,yes,no,yes, ,no,yes,yes,,39.0,Unknown,1
202588,4.0,yes,no,no, ,no,yes,yes,,21.0,Postgraduate or professional degree,0
202589,2.0,no,no,yes, ,no,no,no,,22.0,High school graduate or GED,0
202592,25.0,yes,no,no, ,yes,no,yes,,64.0,Postgraduate or professional degree,1
202601,1.0,yes,no,no, ,no,no,yes,,42.0,High school graduate or GED,0
202602,5.0,yes,no,no, ,no,yes,no,,53.0,"Some college, no degree",1
202614,97.0,yes,no,yes, ,yes,no,yes,,67.0,Postgraduate or professional degree,1
202644,0.0, , , , ,yes,no,yes,,77.0,Postgraduate or professional degree,0
202651,0.0, , , , ,no,no,yes,,30.0,Postgraduate or professional degree,0
202664,6.0,yes,no,no, ,no,yes,yes,,47.0,Postgraduate or professional degree,1
202665,3.0,yes,no,no, ,yes,yes,yes,,61.0,"Some college, no degree",0
202675,0.0, , , , ,no,no,no,,36.0,High school graduate or GED,0
202676,4.0,yes,no,no, ,no,no,no,,53.0,High school graduate or GED,0
202679,15.0,yes,yes,yes, ,yes,yes,yes,,36.0,Postgraduate or professional degree,1
202680,97.0,yes,no,yes, ,yes,no,yes,,20.0,"Some college, no degree",1
202681,30.0,yes,no,yes, ,no,yes,yes,,20.0,Two-year associate degree,1
202690,15.0,yes,yes,yes, ,yes,no,yes,,23.0,Postgraduate or professional degree,1
202712,10.0,yes,no,no, ,no,no,yes,,21.0,"Some college, no degree",1
202715,50.0,yes,no,no, ,no,yes,yes,,85.0,High school graduate or GED,1
202718,50.0,yes,no,yes, ,no,yes,yes,,55.0,Two-year associate degree,1
202721,2.0,yes,no,no, ,yes,yes,yes,,56.0,Four-year college degree or bachelor's degree,0
202733,7.0,no,yes,no, ,no,no,no,,61.0,Four-year college degree or bachelor's degree,1
202735,0.0, , , , ,no,no,no,,27.0,"Some college, no degree",0
202737,20.0,no,no,yes, ,no,yes,yes,,38.0,Unknown,1
202738,0.0, , , , ,no,no,yes,,49.0,"Some college, no degree",0
202739,0.0, , , , ,no,no,no,,48.0,"Some college, no degree",0
202740,15.0,yes,no,no, ,yes,no,yes,,47.0,Unknown,1
202742,0.0, , , , ,yes,yes,yes,,44.0,Four-year college degree or bachelor's degree,0
202756,9.0,yes,no,no, ,no,yes,yes,,32.0,Unknown,1
202763,30.0,yes,yes,yes, ,yes,yes,yes,,68.0,Unknown,1
202776,3.0,yes,no,no, ,no,yes,yes,,55.0,Postgraduate or professional degree,0
202796,50.0,yes,no,yes, ,no,no,yes,,,Postgraduate or professional degree,1
202800,0.0, , , , ,no,no,no,,77.0,"Some college, no degree",0
202803,30.0,yes,no,yes, ,no,yes,yes,,63.0,Four-year college degree or bachelor's degree,1
202806,0.0, , , , ,no,yes,yes,,21.0,Two-year associate degree,0
202807,97.0,no,no,yes, ,yes,yes,yes,,68.0,Unknown,1
202811,0.0, , , , ,no,no,no,,18.0,"Some college, no degree",0
202812,50.0,yes,no,no, ,no,yes,yes,,40.0,Postgraduate or professional degree,1
202813,50.0,yes,yes,yes, ,yes,yes,yes,,72.0,Postgraduate or professional degree,1
202815,3.0,yes,no,yes, ,no,yes,yes,,28.0,Postgraduate or professional degree,0
202816,15.0,yes,no,yes, ,no,yes,yes,,36.0,Postgraduate or professional degree,1
202819,3.0,yes,no,no, ,no,yes,yes,,62.0,Two-year associate degree,0
202820,1.0,no,no,no, ,no,no,no,,25.0,"Some college, no degree",0
202822,4.0,no,yes,yes, ,yes,yes,yes,,42.0,Postgraduate or professional degree,0
202824,2.0,yes,no,no, ,no,no,no,,47.0,Two-year associate degree,0
202828,0.0, , , , ,no,no,no,,61.0,"Some college, no degree",0
202831,97.0,yes,no,yes, ,yes,yes,yes,,63.0,Two-year associate degree,1
202835,1.0,yes,no,no, ,no,no,no,,89.0,"Some college, no degree",0
202848,3.0,no,yes,no, ,no,no,yes,,25.0,Four-year college degree or bachelor's degree,0
202850,1.0,yes,no,no, ,no,yes,yes,,62.0,"Some college, no degree",0
202854,50.0,yes,no,yes, ,no,yes,yes,,38.0,Postgraduate or professional degree,1
202855,3.0,yes,no,no, ,no,no,yes,,25.0,Postgraduate or professional degree,0
202864,10.0,yes,no,no, ,no,no,no,,75.0,Unknown,1
202871,5.0,yes,no,no, ,no,yes,no,,55.0,Postgraduate or professional degree,1
202876,4.0,yes,no,no, ,no,yes,yes,,63.0,"Some college, no degree",0
202879,1.0,yes,no,no, ,no,yes,yes,,,"Some college, no degree",0
202891,0.0, , , , ,no,yes,yes,,58.0,Postgraduate or professional degree,0
202903,0.0, , , , ,no,no,no,,63.0,"Some college, no degree",0
202912,3.0,yes,no,yes, ,no,yes,yes,,16.0,High school graduate or GED,0
202913,60.0,yes,no,yes, ,no,yes,yes,,51.0,Two-year associate degree,1
202919,0.0, , , , ,no,yes,yes,,52.0,Less than high school,0
202922,12.0,yes,no,no, ,no,no,no,,60.0,"Some college, no degree",1
202927,2.0,yes,no,no, ,no,no,yes,,55.0,Four-year college degree or bachelor's degree,0
202933,2.0,no,no,yes, ,yes,yes,yes,,75.0,Postgraduate or professional degree,0
202935,97.0,no,no,yes, ,yes,yes,yes,,78.0,"Some college, no degree",1
202937,29.0,yes,no,no, ,no,,yes,,54.0,High school graduate or GED,1
202940,5.0,yes,no,yes, ,no,yes,yes,,18.0,Two-year associate degree,1
202943,0.0, , , , ,yes,yes,no,,43.0,"Some college, no degree",0
202948,20.0,yes,no,yes, ,yes,no,yes,,66.0,Unknown,1
202952,20.0,yes,no,yes, ,yes,yes,yes,,62.0,Unknown,1
202957,0.0, , , , ,no,no,no,,73.0,Less than high school,0
202965,25.0,yes,no,no, ,no,no,yes,,55.0,Unknown,1
202967,, , , , ,no,no,yes,,57.0,Less than high school,0
202973,30.0,yes,yes,yes, ,no,yes,yes,,55.0,Postgraduate or professional degree,1
202977,5.0,yes,no,no, ,no,no,yes,,24.0,Two-year associate degree,1
202983,10.0,yes,yes,no, ,no,yes,no,,25.0,Postgraduate or professional degree,1
202994,3.0,yes,no,no, ,no,yes,yes,,61.0,Unknown,0
202996,4.0,yes,no,no, ,no,yes,yes,,56.0,Unknown,0
202998,0.0, , , , ,no,yes,yes,,24.0,Postgraduate or professional degree,0
202999,4.0,no,yes,no, ,no,no,yes,,17.0,High school graduate or GED,0
203006,10.0,no,no,yes, ,no,yes,yes,,53.0,Two-year associate degree,1
203007,4.0,yes,no,yes, ,no,yes,yes,,55.0,"Some college, no degree",0
203012,3.0,yes,no,yes, ,no,yes,yes,,16.0,High school graduate or GED,0
